I, [2024-11-02T14:50:33.139619 #66487]  INFO -- : Application started
I, [2024-11-11T15:53:13.810108 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 189
I, [2024-11-11T15:53:13.814061 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2 б
I, [2024-11-11T15:53:13.817464 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Ярослава Осмомисла вул. (Карамзіна), 8
I, [2024-11-11T15:53:13.821084 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 15
I, [2024-11-11T15:53:13.824593 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T15:53:13.827339 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Герцена вул., 91
I, [2024-11-11T15:53:13.830574 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полтавська вул., 1
I, [2024-11-11T15:53:13.833732 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Святошинська, 1
I, [2024-11-11T15:53:13.837110 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чернівці, Франка, 7
I, [2024-11-11T15:53:13.842272 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Шухевича, 9
I, [2024-11-11T15:53:13.844815 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Міцкевича вул., 8
I, [2024-11-11T15:53:13.845236 #16072]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Полєтаєва вул., 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.845620 #16072]  INFO -- : Added item: Оренда: Ціна: 500 $/міс грн, Адреса: Пожарського вул., 18, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.845924 #16072]  INFO -- : Added item: Оренда: Ціна: 650 €/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2а, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:53:13.846343 #16072]  INFO -- : Added item: Оренда: Ціна: 750 $/міс грн, Адреса: Володимира Великого, 2-В, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.846726 #16072]  INFO -- : Added item: Оренда: Ціна: 210 $/міс грн, Адреса: Головна, 63-24, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.847089 #16072]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Пилипа Орлика вул. (Гайдара), 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.847635 #16072]  INFO -- : Added item: Оренда: Ціна: 450 $/міс грн, Адреса: Чорновола, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.848045 #16072]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Науки, 6, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.848419 #16072]  INFO -- : Added item: Оренда: Ціна: 400 $/міс грн, Адреса: Будівельників, 28, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.848758 #16072]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Головна, 189, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.849123 #16072]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2 б, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.849653 #16072]  INFO -- : Added item: Оренда: Ціна: 8 500 грн/міс грн, Адреса: Ярослава Осмомисла вул. (Карамзіна), 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.849974 #16072]  INFO -- : Added item: Оренда: Ціна: 270 $/міс грн, Адреса: Щербанюка, 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.850553 #16072]  INFO -- : Added item: Оренда: Ціна: 650 $/міс грн, Адреса: Щербанюка, 79, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:53:13.851133 #16072]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Герцена вул., 91, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.851627 #16072]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Полтавська вул., 1, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.852068 #16072]  INFO -- : Added item: Оренда: Ціна: 1 000 $/міс грн, Адреса: Святошинська, 1, Площа: N/A м², Кімнат: 4 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.852482 #16072]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Чернівці, Франка, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.852803 #16072]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Шухевича, 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.853121 #16072]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Міцкевича вул., 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:13.855869 #16072]  INFO -- : Saved items to output/items.csv
I, [2024-11-11T15:53:13.857196 #16072]  INFO -- : Saved items to output/items.json
I, [2024-11-11T15:53:13.894063 #16072]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-11T15:53:21.378261 #16072]  INFO -- : Application started
I, [2024-11-11T15:53:21.379014 #16072]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-11T15:53:22.311704 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полєтаєва вул., 15
I, [2024-11-11T15:53:22.314572 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пожарського вул., 18
I, [2024-11-11T15:53:22.317649 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2а
I, [2024-11-11T15:53:22.321128 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Володимира Великого, 2-В
I, [2024-11-11T15:53:22.324375 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 63-24
I, [2024-11-11T15:53:22.327711 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пилипа Орлика вул. (Гайдара), 9
I, [2024-11-11T15:53:22.330761 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чорновола, 7
I, [2024-11-11T15:53:22.338983 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Науки, 6
I, [2024-11-11T15:53:22.342998 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Будівельників, 28
I, [2024-11-11T15:53:22.347185 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 189
I, [2024-11-11T15:53:22.350593 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2 б
I, [2024-11-11T15:53:22.354591 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Ярослава Осмомисла вул. (Карамзіна), 8
I, [2024-11-11T15:53:22.358034 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 15
I, [2024-11-11T15:53:22.361591 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T15:53:22.365057 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Герцена вул., 91
I, [2024-11-11T15:53:22.369197 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полтавська вул., 1
I, [2024-11-11T15:53:22.372323 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Святошинська, 1
I, [2024-11-11T15:53:22.375292 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чернівці, Франка, 7
I, [2024-11-11T15:53:22.378206 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Шухевича, 9
I, [2024-11-11T15:53:22.381108 #16072]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Міцкевича вул., 8
I, [2024-11-11T15:53:22.381476 #16072]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Полєтаєва вул., 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.382005 #16072]  INFO -- : Added item: Оренда: Ціна: 500 $/міс грн, Адреса: Пожарського вул., 18, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.382384 #16072]  INFO -- : Added item: Оренда: Ціна: 650 €/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2а, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:53:22.382794 #16072]  INFO -- : Added item: Оренда: Ціна: 750 $/міс грн, Адреса: Володимира Великого, 2-В, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.383187 #16072]  INFO -- : Added item: Оренда: Ціна: 210 $/міс грн, Адреса: Головна, 63-24, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.383571 #16072]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Пилипа Орлика вул. (Гайдара), 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.383962 #16072]  INFO -- : Added item: Оренда: Ціна: 450 $/міс грн, Адреса: Чорновола, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.384432 #16072]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Науки, 6, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.384984 #16072]  INFO -- : Added item: Оренда: Ціна: 400 $/міс грн, Адреса: Будівельників, 28, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.385322 #16072]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Головна, 189, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.385627 #16072]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2 б, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.386027 #16072]  INFO -- : Added item: Оренда: Ціна: 8 500 грн/міс грн, Адреса: Ярослава Осмомисла вул. (Карамзіна), 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.386338 #16072]  INFO -- : Added item: Оренда: Ціна: 270 $/міс грн, Адреса: Щербанюка, 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.386644 #16072]  INFO -- : Added item: Оренда: Ціна: 650 $/міс грн, Адреса: Щербанюка, 79, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:53:22.386951 #16072]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Герцена вул., 91, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.387205 #16072]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Полтавська вул., 1, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.387508 #16072]  INFO -- : Added item: Оренда: Ціна: 1 000 $/міс грн, Адреса: Святошинська, 1, Площа: N/A м², Кімнат: 4 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.387825 #16072]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Чернівці, Франка, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.387962 #16072]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Шухевича, 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.388059 #16072]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Міцкевича вул., 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:53:22.393594 #16072]  INFO -- : Saved items to output/items.csv
I, [2024-11-11T15:53:22.394752 #16072]  INFO -- : Saved items to output/items.json
I, [2024-11-11T15:53:22.441414 #16072]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-11T15:55:22.985889 #9192]  INFO -- : Application started
I, [2024-11-11T15:55:22.986335 #9192]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-11T15:55:25.288184 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полєтаєва вул., 15
I, [2024-11-11T15:55:25.290100 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пожарського вул., 18
I, [2024-11-11T15:55:25.292865 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2а
I, [2024-11-11T15:55:25.295260 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Володимира Великого, 2-В
I, [2024-11-11T15:55:25.297615 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 63-24
I, [2024-11-11T15:55:25.299731 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пилипа Орлика вул. (Гайдара), 9
I, [2024-11-11T15:55:25.301574 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чорновола, 7
I, [2024-11-11T15:55:25.304330 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Науки, 6
I, [2024-11-11T15:55:25.306274 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Будівельників, 28
I, [2024-11-11T15:55:25.308424 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 189
I, [2024-11-11T15:55:25.310635 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2 б
I, [2024-11-11T15:55:25.313837 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Ярослава Осмомисла вул. (Карамзіна), 8
I, [2024-11-11T15:55:25.315588 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 15
I, [2024-11-11T15:55:25.317327 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T15:55:25.318812 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Герцена вул., 91
I, [2024-11-11T15:55:25.320839 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полтавська вул., 1
I, [2024-11-11T15:55:25.322665 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Святошинська, 1
I, [2024-11-11T15:55:25.324249 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чернівці, Франка, 7
I, [2024-11-11T15:55:25.325989 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Шухевича, 9
I, [2024-11-11T15:55:25.327653 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Міцкевича вул., 8
I, [2024-11-11T15:55:25.328058 #9192]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Полєтаєва вул., 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.328466 #9192]  INFO -- : Added item: Оренда: Ціна: 500 $/міс грн, Адреса: Пожарського вул., 18, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.328714 #9192]  INFO -- : Added item: Оренда: Ціна: 650 €/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2а, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:55:25.328961 #9192]  INFO -- : Added item: Оренда: Ціна: 750 $/міс грн, Адреса: Володимира Великого, 2-В, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.329267 #9192]  INFO -- : Added item: Оренда: Ціна: 210 $/міс грн, Адреса: Головна, 63-24, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.329542 #9192]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Пилипа Орлика вул. (Гайдара), 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.329796 #9192]  INFO -- : Added item: Оренда: Ціна: 450 $/міс грн, Адреса: Чорновола, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.330072 #9192]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Науки, 6, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.330309 #9192]  INFO -- : Added item: Оренда: Ціна: 400 $/міс грн, Адреса: Будівельників, 28, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.330554 #9192]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Головна, 189, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.330636 #9192]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2 б, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.330817 #9192]  INFO -- : Added item: Оренда: Ціна: 8 500 грн/міс грн, Адреса: Ярослава Осмомисла вул. (Карамзіна), 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.330959 #9192]  INFO -- : Added item: Оренда: Ціна: 270 $/міс грн, Адреса: Щербанюка, 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.331150 #9192]  INFO -- : Added item: Оренда: Ціна: 650 $/міс грн, Адреса: Щербанюка, 79, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:55:25.331224 #9192]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Герцена вул., 91, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.331302 #9192]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Полтавська вул., 1, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.331570 #9192]  INFO -- : Added item: Оренда: Ціна: 1 000 $/міс грн, Адреса: Святошинська, 1, Площа: N/A м², Кімнат: 4 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.331645 #9192]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Чернівці, Франка, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.331823 #9192]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Шухевича, 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.331905 #9192]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Міцкевича вул., 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:25.333965 #9192]  INFO -- : Saved items to output/items.csv
I, [2024-11-11T15:55:25.334579 #9192]  INFO -- : Saved items to output/items.json
I, [2024-11-11T15:55:25.358722 #9192]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-11T15:55:29.833388 #9192]  INFO -- : Application started
I, [2024-11-11T15:55:29.834531 #9192]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-11T15:55:30.902575 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полєтаєва вул., 15
I, [2024-11-11T15:55:30.905357 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пожарського вул., 18
I, [2024-11-11T15:55:30.908290 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2а
I, [2024-11-11T15:55:30.911619 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Володимира Великого, 2-В
I, [2024-11-11T15:55:30.914383 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 63-24
I, [2024-11-11T15:55:30.922358 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пилипа Орлика вул. (Гайдара), 9
I, [2024-11-11T15:55:30.925928 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чорновола, 7
I, [2024-11-11T15:55:30.929645 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Науки, 6
I, [2024-11-11T15:55:30.932009 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Будівельників, 28
I, [2024-11-11T15:55:30.935341 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 189
I, [2024-11-11T15:55:30.938276 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2 б
I, [2024-11-11T15:55:30.940439 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Ярослава Осмомисла вул. (Карамзіна), 8
I, [2024-11-11T15:55:30.943337 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 15
I, [2024-11-11T15:55:30.946037 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T15:55:30.948455 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Герцена вул., 91
I, [2024-11-11T15:55:30.951469 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полтавська вул., 1
I, [2024-11-11T15:55:30.954246 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Святошинська, 1
I, [2024-11-11T15:55:30.956822 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чернівці, Франка, 7
I, [2024-11-11T15:55:30.959625 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Шухевича, 9
I, [2024-11-11T15:55:30.962431 #9192]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Міцкевича вул., 8
I, [2024-11-11T15:55:30.962815 #9192]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Полєтаєва вул., 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.963175 #9192]  INFO -- : Added item: Оренда: Ціна: 500 $/міс грн, Адреса: Пожарського вул., 18, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.963533 #9192]  INFO -- : Added item: Оренда: Ціна: 650 €/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2а, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:55:30.963898 #9192]  INFO -- : Added item: Оренда: Ціна: 750 $/міс грн, Адреса: Володимира Великого, 2-В, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.964257 #9192]  INFO -- : Added item: Оренда: Ціна: 210 $/міс грн, Адреса: Головна, 63-24, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.964654 #9192]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Пилипа Орлика вул. (Гайдара), 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.964981 #9192]  INFO -- : Added item: Оренда: Ціна: 450 $/міс грн, Адреса: Чорновола, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.965258 #9192]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Науки, 6, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.965632 #9192]  INFO -- : Added item: Оренда: Ціна: 400 $/міс грн, Адреса: Будівельників, 28, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.965844 #9192]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Головна, 189, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.966117 #9192]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2 б, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.966313 #9192]  INFO -- : Added item: Оренда: Ціна: 8 500 грн/міс грн, Адреса: Ярослава Осмомисла вул. (Карамзіна), 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.966690 #9192]  INFO -- : Added item: Оренда: Ціна: 270 $/міс грн, Адреса: Щербанюка, 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.966797 #9192]  INFO -- : Added item: Оренда: Ціна: 650 $/міс грн, Адреса: Щербанюка, 79, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T15:55:30.966914 #9192]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Герцена вул., 91, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.967025 #9192]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Полтавська вул., 1, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.967127 #9192]  INFO -- : Added item: Оренда: Ціна: 1 000 $/міс грн, Адреса: Святошинська, 1, Площа: N/A м², Кімнат: 4 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.967234 #9192]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Чернівці, Франка, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.967375 #9192]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Шухевича, 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.967500 #9192]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Міцкевича вул., 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T15:55:30.968891 #9192]  INFO -- : Saved items to output/items.csv
I, [2024-11-11T15:55:30.979060 #9192]  INFO -- : Saved items to output/items.json
I, [2024-11-11T15:55:31.008873 #9192]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-11T22:33:38.287344 #8232]  INFO -- : Application started
I, [2024-11-11T22:33:38.287781 #8232]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-11T22:33:39.065131 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полєтаєва вул., 15
I, [2024-11-11T22:33:39.066081 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пожарського вул., 18
I, [2024-11-11T22:33:39.067106 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2а
